"BillType","BillNumber","CurrentStatus","LDOA","IntroDate","ActualBillNumber","BillParty1","BillParty2","BillParty3","GovernorAction","GovernorDateOfAction","PamphletLaw","ChapterLaw","EffectOnStatutes","EffectiveDate","Codification","FirstPrime","SecondPrime","ThirdPrime","Synopsis","EfDateNote","IdenticalBillNumber","LastSessionFullBillNumber","OldBillNumber","ProposedDate","Abstract","ModDate","FNCertified"
"A  ",181,"ARP",1/9/2024 0:00:00,1/9/2024 0:00:00,"A181","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Establishes minimum dollar amount required in Maintenance and Preservation Funds of cemetery companies established before December 1, 1971.",,"S1869","A4449 S1668","S2031",11/20/2023 0:00:00,"Cemetery companies-estab minimum dollar amount required in Maintenance/Preserv",1/18/2024 0:00:00,"N"
"A  ",182,"AEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"A182","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Prohibits DEP from requiring person under 16 years of age to obtain horseback riding permit to ride in State wildlife management areas.",,"S2910","A5019 S3350",,11/20/2023 0:00:00,"Horseback riding permit-prohibits DEP from requiring person under 16 to obtain",2/22/2024 0:00:00,"Y"
"A  ",183,"AEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"A183","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Prohibits adoption of State and local rules that prohibit use of fossil fuel-powered kitchen appliances.",,"S425","A5186 S3560",,11/20/2023 0:00:00,"Fossil fuel-powered kitchen appliances-prohibit rules and regulations of use",1/18/2024 0:00:00,"N"
"A  ",184,"AEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"A184","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Authorizes Sunday firearm and bow hunting for deer on certain lands.",,"S1858","A5203 S3682","S2196 A1713",1/5/2024 0:00:00,"Deer-authorizes Sunday firearm and bow hunting on certain lands",2/22/2024 0:00:00,"N"
"A  ",185,"AEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"A185","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Requires DEP to evaluate extending sewer service in Lake Hopatcong region; allows gross income tax deduction for septic system maintenance under certain circumstances.",,,"A5218 S3601","A1452 S2032",11/20/2023 0:00:00,"Lake Hopatcong-DEP evaluate sewer svc; tax deduction, septic system maintenance",1/29/2024 0:00:00,"Y"
"A  ",186,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A186","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Establishes ""Local Governmental Process Activities Disclosure Act.""",,,"A5219","A2432",11/20/2023 0:00:00,"Local Governmental Process Activities Disclosure Act-establishes",1/31/2024 0:00:00,"Y"
"A  ",187,"AED",1/9/2024 0:00:00,1/9/2024 0:00:00,"A187","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Requires legislative approval of changes to core curriculum content standards and Statewide assessments.",,"S1860","A5251","A4770",11/20/2023 0:00:00,"Core curriculum content standard and Statewide assessment-leg. approval req.",1/18/2024 0:00:00,"N"
"A  ",188,"AED",1/9/2024 0:00:00,1/9/2024 0:00:00,"A188","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Exempts fuel used for operation of certain school buses from petroleum products gross receipts tax and motor fuel tax; clarifies tax treatment of certain dyed fuel thereunder; clarifies determination of taxable estates of certain decedents.",,,"A5269","A2593",11/20/2023 0:00:00,"School bus fuel-exempts petroleum product gross receipts tax and motor fuel tax",1/30/2024 0:00:00,"Y"
"A  ",189,"AED",1/9/2024 0:00:00,1/9/2024 0:00:00,"A189","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Provides that certain school districts will not receive State school aid reductions in 2023-2024 school year.",,,"A5379",,11/20/2023 0:00:00,"School aid-provide that cert districts will not receive reductions in school yr",1/29/2024 0:00:00,"Y"
"A  ",190,"ATU",1/9/2024 0:00:00,1/9/2024 0:00:00,"A190","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Exempts local utilities from certain reporting requirements.",,"S2128","A5381 S3639",,11/20/2023 0:00:00,"Local utilities-exempt from certain reporting requirements",2/8/2024 0:00:00,"N"
"A  ",191,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A191","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Bans foreign ownership of agricultural or horticultural land and agricultural woodlands in State.",,"S1861","A5383",,1/5/2024 0:00:00,"Agricultural or horticultural land and woodlands-ban foreign ownership",2/27/2025 0:00:00,"N"
"A  ",192,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A192","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Prohibits use of private funds and personnel in governmental offices and procedures pertaining to administration of elections; establishes crimes and penalties for violations.",,"S1863","A5385",,11/20/2023 0:00:00,"Election admin expenses-proh use of private funds; estab crime/penal, violations",1/30/2024 0:00:00,"Y"
"A  ",193,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A193","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Establishes Main Street Economic Growth Program to encourage business development in certain small municipalities.",,"S1435","A5482 S3791",,11/20/2023 0:00:00,"Main Street Economic Growth Program-establish to encourage business devel",1/29/2024 0:00:00,"Y"
"A  ",195,"AJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"A195","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Establishes priority for certain firearm-related background checks when applicant has obtained domestic violence restraining order.",,"S1864","A5546",,11/20/2023 0:00:00,"Firearm-related background check, cert-concerns; domestic viol restraining order",1/30/2024 0:00:00,"Y"
"A  ",196,"ACF",1/9/2024 0:00:00,1/9/2024 0:00:00,"A196","R","R",,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Exempts sales of certain baby products from sales and use tax.",,"S1865  ","A5547",,1/5/2024 0:00:00,"Baby products, certain-exempts sales from sales and use tax",1/30/2024 0:00:00,"Y"
"A  ",197,"AAP",1/9/2024 0:00:00,1/9/2024 0:00:00,"A197","R","R","D",,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ","Kennedy, James J.","Provides gross income tax deduction for amounts paid to taxpayers for sale of certain real property interests for conservation purposes.",,"S3287  ","A5718",,11/20/2023 0:00:00,"Real property interests, conservation purposes-prov gross income tax deduction",6/12/2025 0:00:00,"Y"
"A  ",198,"APS",1/9/2024 0:00:00,1/9/2024 0:00:00,"A198","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Expands crime of human trafficking to include individuals who benefit financially.",,"S1989  ","A2635 S1142","S4172",1/5/2024 0:00:00,"Human trafficking-expands crime to include individuals who benefit financially",9/19/2024 0:00:00,"Y"
"A  ",199,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A199","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Expands scope of review of Pension and Health Benefits Review Commission.",,"S1835","A105","A125",11/20/2023 0:00:00,"Pension and Health Benefits Review Commission-expands scope of review",1/18/2024 0:00:00,"N"
"A  ",200,"ACW",1/9/2024 0:00:00,1/9/2024 0:00:00,"A200","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Eliminates supplemental realty transfer fee and one percent fee on transfers of certain commercial real estate and tax on sale of controlling interests in certain commercial real property.",,,"A106","A127",1/5/2024 0:00:00,"Realty transfer fee, supplemental-eliminates transfers on commercial real estate",1/30/2024 0:00:00,"Y"
"A  ",201,"AEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"A201","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Provides for no net loss of DEP lands for fishing, hunting, and trapping purposes.",,"S1838","A110 S1686","A131 S1417",1/5/2024 0:00:00,"DEP lands for fishing, hunting and trapping purposes-provide for no net loss",1/18/2024 0:00:00,"N"
"A  ",202,"AJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"A202","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Provides for appointment of certain municipal court judges at the local or county level.",,,"A122","A144",11/20/2023 0:00:00,"Judge, municipal court-provides appointment at local or county level",9/12/2024 0:00:00,"N"
"A  ",203,"AJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"A203","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Clarifies definition of reasonably necessary deviation when legally transporting firearm or weapon in motor vehicle.",,,"A123","A145",11/20/2023 0:00:00,"Firearm or weapon, legally transported-clarify definition, necessary deviation",11/20/2023 0:00:00,"N"
"A  ",206,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A206","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Prohibits harassment of farmers engaged in farming operations.",,,"A145","A170",1/5/2024 0:00:00,"Farming operations-prohibits harassment of farmers engaged",1/5/2024 0:00:00,"N"
"A  ",207,"ATR",1/9/2024 0:00:00,1/9/2024 0:00:00,"A207","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Requires Chief Administrator of MVC to conduct wanted person check of all applicants for licenses, permits, and identification cards.",,,"A146","A171 S2077",11/20/2023 0:00:00,"Driver's licenses and non-driver ID card applicants-conduct wanted person check",1/31/2024 0:00:00,"Y"
"A  ",208,"AFI",1/9/2024 0:00:00,1/9/2024 0:00:00,"A208","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Requires Mandated Health Benefits Advisory Commission to study financial impact of all enacted mandated health benefits.",,"S1675","A152 S1763","A179 S1459",11/20/2023 0:00:00,"Mandated Health Benefits Advisory Commission-study finan impact of mandated benf",1/18/2024 0:00:00,"N"
"A  ",209,"ATU",1/9/2024 0:00:00,1/9/2024 0:00:00,"A209","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Requires public utilities and cable television companies to accommodate and relocate facilities when necessary for transportation infrastructure projects at direction of DOT.",,,"A155","A182",11/20/2023 0:00:00,"Pub. util. & cable television companies-relocate facilities for trans infra proj",1/30/2024 0:00:00,"Y"
"A  ",210,"APS",1/9/2024 0:00:00,1/9/2024 0:00:00,"A210","R","R","R",,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ","Guardian, Donald A.","Provides that person who impersonates law enforcement officer and commits crime is guilty of third degree crime.",,,"A424","A381",11/20/2023 0:00:00,"Law enforcement officer impersonation-crime and guilty of third degree crime",2/22/2024 0:00:00,"Y"
"A  ",211,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A211","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Limits long term tax exemptions in municipalities with school districts receiving certain State school aid.",,,"A436","A397",11/20/2023 0:00:00,"Municipal long term tax exemption-limits w/school districts receiving St sch aid",1/29/2024 0:00:00,"Y"
"A  ",212,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A212","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Makes General Fund supplemental appropriation of $350,000 to DMVA for Council on Armed Forces and Veterans' Affairs for preservation of military installations in case of base realignment and closure.",,,"A1644","A462",11/20/2023 0:00:00,"Military installations preservation-in case of closure;$350K",11/20/2023 0:00:00,"N"
"A  ",213,"AHO",1/9/2024 0:00:00,1/9/2024 0:00:00,"A213","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Exempts contaminated and industrially-zoned sites from affordable housing rules.",,"S1844","A2156","A2953",11/20/2023 0:00:00,"Affordable housing rules-exempts contaminated and industrially-zoned sites",2/8/2024 0:00:00,"Y"
"A  ",214,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A214","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Expands range of local units eligible to join an insurance fund established by a municipality or county under certain circumstances.",,,"A2157","A2949",11/20/2023 0:00:00,"Local unit insurance funds-expands eligibility to join",11/20/2023 0:00:00,"N"
"A  ",215,"AHO",1/9/2024 0:00:00,1/9/2024 0:00:00,"A215","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Authorizes municipalities that petition for or receive substantive certification pursuant to the ""Fair Housing Act"" to make certain affordable housing units available on a preferential basis to certain eligible persons.",,,"A2162","A2950",11/20/2023 0:00:00,"Affordable housing units-make available, preferential basis to cert elig persons",11/20/2023 0:00:00,"N"
"A  ",216,"AHO",1/9/2024 0:00:00,1/9/2024 0:00:00,"A216","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Provides municipality with affordable housing credit toward its municipal fair share housing obligation for funds transferred to the New Jersey Affordable Housing Trust Fund pursuant to P.L.2008, c.46.",,,"A2165","A4982",11/20/2023 0:00:00,"Share housing obligation w/affordable housing credit-transfer fund to Trust Fund",1/29/2024 0:00:00,"Y"
"A  ",217,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A217","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"""Property Assessment Appeal Transparency Act""; revises content of required annual notification of real property assessment.",,,"A2167","A162",11/20/2023 0:00:00,"Property Assessment Appeal Transparency Act-revises content",11/20/2023 0:00:00,"N"
"A  ",218,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A218","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Replaces references to Civil Service Commission with chairperson of commission to clarify duties and responsibilities of chairperson.",,,"A2434","A4052",11/20/2023 0:00:00,"Civil Service Commission Chair-clarify duties & responsibilities of chairperson",11/20/2023 0:00:00,"N"
"A  ",220,"ATR",1/9/2024 0:00:00,1/9/2024 0:00:00,"A220","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Prohibits DOT from taking certain action on certain rock fall mitigation projects and requires DOT to conduct analysis on project alternatives.",,,"A2439 S657","A4601 S2863",11/20/2023 0:00:00,"Rock fall mitigation projects-prohibit DOT from taking certain action",11/20/2023 0:00:00,"N"
"A  ",221,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A221","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Requires State personal income tax materials to include notice of certain property tax relief programs.",,,"A2999","A4091",11/20/2023 0:00:00,"Property tax relief programs-include notice in St. personal income tax materials",1/30/2024 0:00:00,"Y"
"A  ",222,"AJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"A222","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Eliminates age restriction for issuing special permits to carry handgun to retired law enforcement officers.",,"S405","A3354 S1362","S288",11/20/2023 0:00:00,"Law enforcement officer, retired-eliminates age restriction to carry handguns",1/18/2024 0:00:00,"N"
"A  ",223,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A223","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Transfers Division of Elections from Department of State to Department of Law and Public Safety; designates Attorney General as chief election official and requires two bipartisan co-directors.",,"S1878","A3388 S2274","A5259 S3353",11/20/2023 0:00:00,"Division of Elections-transfer to Department of Law & Public Safety",1/29/2024 0:00:00,"Y"
"A  ",224,"APS",1/9/2024 0:00:00,1/9/2024 0:00:00,"A224","R",,,,,,,,,,"Fantasia, Dawn ",,,"Prohibits State funding to assist immigrants facing detention or deportation.",,"S2965","A3390","A3991",1/5/2024 0:00:00,"Immigrants, detention or deportation-prohibits State funding to assist",12/9/2024 0:00:00,"Y"
"A  ",225,"AEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"A225","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Reduces residency requirement for resident hunting licenses from six months to 60 days.",,,"A3605","A2895",1/5/2024 0:00:00,"Hunting licenses-reduces residency requirement from 6 months to 60 days",1/5/2024 0:00:00,"N"
"A  ",226,"AED",1/9/2024 0:00:00,1/9/2024 0:00:00,"A226","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Requires Type II school district without board of school estimate holding its school election in November to receive voter approval of base budget.",,"S1845","A3607 S1673","A4660 S2939",11/20/2023 0:00:00,"Sch dist, Type II-hold Nov sch election to receive voter approval of base budget",1/18/2024 0:00:00,"N"
"A  ",228,"AEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"A228","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Permits idling of motor vehicles on residential property.",,,"A3613","A2944",11/20/2023 0:00:00,"Idling motor vehicles-permitted on residential property",11/20/2023 0:00:00,"N"
"A  ",229,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A229","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Authorizes farmland assessment for forested lands and woodlands devoted to the production of USDA designated specialty crops; exempts such lands from woodland management plan requirement.",,,"A3615","A5794 S3839",1/5/2024 0:00:00,"Farmland assess, forested lands/woodlands-production USDA desig specialty crops",1/5/2024 0:00:00,"N"
"A  ",231,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A231","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Authorizes creation of Marine Corps Scholarship Foundation license plates.",,,"A3624","A2966",11/20/2023 0:00:00,"Marine Corps Scholarship Foundation-authorizes creation of license plates",1/31/2024 0:00:00,"Y"
"A  ",232,"AOF",1/9/2024 0:00:00,1/9/2024 0:00:00,"A232","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Revises ""Administrative Procedure Act"" concerning socio-economic impact statements for proposed rule-making.",,"S1850","A3625","A4049",11/20/2023 0:00:00,"Admin. Procedure Act-concerns socio-economic impact statements for rule-making",1/18/2024 0:00:00,"N"
"A  ",234,"AHE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A234","R","R",,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Permits corrections officers, firefighters, and police officers to administer epinephrine auto-injector device.",,"S1854","A3632","A4605",11/20/2023 0:00:00,"Epinephrine auto-injector device-permit correction/firefighter/police administer",11/14/2024 0:00:00,"N"
