BillType,BillNumber,CurrentStatus,LDOA,IntroDate,ActualBillNumber,BillParty1,BillParty2,BillParty3,GovernorAction,GovernorDateOfAction,PamphletLaw,ChapterLaw,EffectOnStatutes,EffectiveDate,Codification,FirstPrime,SecondPrime,ThirdPrime,Synopsis,EfDateNote,IdenticalBillNumber,LastSessionFullBillNumber,OldBillNumber,ProposedDate,Abstract,ModDate,FNCertified,billuuid
A  ,183,AEN,2024-01-09,2024-01-09,A183,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Prohibits adoption of State and local rules that prohibit use of fossil fuel-powered kitchen appliances.,,S425,A5186 S3560,,2023-11-20,Fossil fuel-powered kitchen appliances-prohibit rules and regulations of use,2024-01-18,N,00f4de0d-d336-452a-b018-ab640f36a91a
A  ,184,AEN,2024-01-09,2024-01-09,A184,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Authorizes Sunday firearm and bow hunting for deer on certain lands.,,S1858,A5203 S3682,S2196 A1713,2024-01-05,Deer-authorizes Sunday firearm and bow hunting on certain lands,2024-02-22,N,b19378d1-ee74-4771-a7d9-ecef080e0f09
A  ,185,AEN,2024-01-09,2024-01-09,A185,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Requires DEP to evaluate extending sewer service in Lake Hopatcong region; allows gross income tax deduction for septic system maintenance under certain circumstances.,,,A5218 S3601,A1452 S2032,2023-11-20,"Lake Hopatcong-DEP evaluate sewer svc; tax deduction, septic system maintenance",2024-01-29,Y,4171440d-bb7a-41ce-b929-72dd1b35c981
A  ,186,ASL,2024-01-09,2024-01-09,A186,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,"Establishes ""Local Governmental Process Activities Disclosure Act.""",,,A5219,A2432,2023-11-20,Local Governmental Process Activities Disclosure Act-establishes,2024-01-31,Y,2264faae-6846-40a0-a91e-c8cddd26c71f
A  ,187,AED,2024-01-09,2024-01-09,A187,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Requires legislative approval of changes to core curriculum content standards and Statewide assessments.,,S1860,A5251,A4770,2023-11-20,Core curriculum content standard and Statewide assessment-leg. approval req.,2024-01-18,N,8dbdb5e8-f9d7-457d-aa5f-c3f861c73714
A  ,188,AED,2024-01-09,2024-01-09,A188,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Exempts fuel used for operation of certain school buses from petroleum products gross receipts tax and motor fuel tax; clarifies tax treatment of certain dyed fuel thereunder; clarifies determination of taxable estates of certain decedents.,,,A5269,A2593,2023-11-20,School bus fuel-exempts petroleum product gross receipts tax and motor fuel tax,2024-01-30,Y,5729e157-c03f-4e0d-a9fd-ff037f910618
A  ,189,AED,2024-01-09,2024-01-09,A189,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Provides that certain school districts will not receive State school aid reductions in 2023-2024 school year.,,,A5379,,2023-11-20,School aid-provide that cert districts will not receive reductions in school yr,2024-01-29,Y,4e1fe6cc-53c3-4ae3-aa58-34245715ca20
A  ,190,ATU,2024-01-09,2024-01-09,A190,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Exempts local utilities from certain reporting requirements.,,S2128,A5381 S3639,,2023-11-20,Local utilities-exempt from certain reporting requirements,2024-02-08,N,2b4e069a-73a8-4cf1-905f-f32910443343
A  ,191,ACE,2024-01-09,2024-01-09,A191,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Bans foreign ownership of agricultural or horticultural land and agricultural woodlands in State.,,S1861,A5383,,2024-01-05,Agricultural or horticultural land and woodlands-ban foreign ownership,2025-02-27,N,6cae85f8-1c14-4f47-ae9c-fabea528a649
A  ,192,ASL,2024-01-09,2024-01-09,A192,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Prohibits use of private funds and personnel in governmental offices and procedures pertaining to administration of elections; establishes crimes and penalties for violations.,,S1863,A5385,,2023-11-20,"Election admin expenses-proh use of private funds; estab crime/penal, violations",2024-01-30,Y,b87db891-f344-434e-a8ff-9eaeb527f9b2
A  ,193,ACE,2024-01-09,2024-01-09,A193,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Establishes Main Street Economic Growth Program to encourage business development in certain small municipalities.,,S1435,A5482 S3791,,2023-11-20,Main Street Economic Growth Program-establish to encourage business devel,2024-01-29,Y,00ac858b-0caf-45cb-ac97-7d8d1b460141
A  ,195,AJU,2024-01-09,2024-01-09,A195,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Establishes priority for certain firearm-related background checks when applicant has obtained domestic violence restraining order.,,S1864,A5546,,2023-11-20,"Firearm-related background check, cert-concerns; domestic viol restraining order",2024-01-30,Y,6ae222dc-8dc9-4feb-949c-aaca2b5cf537
A  ,196,ACF,2024-01-09,2024-01-09,A196,R,R,,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ",,Exempts sales of certain baby products from sales and use tax.,,S1865  ,A5547,,2024-01-05,"Baby products, certain-exempts sales from sales and use tax",2024-01-30,Y,5b6b0e36-f074-4b73-a9b2-771276a49851
A  ,197,AAP,2024-01-09,2024-01-09,A197,R,R,D,,,,,,,,"Fantasia, Dawn ","Inganamort, Michael ","Kennedy, James J.",Provides gross income tax deduction for amounts paid to taxpayers for sale of certain real property interests for conservation purposes.,,S3287  ,A5718,,2023-11-20,"Real property interests, conservation purposes-prov gross income tax deduction",2025-06-12,Y,8588bb8a-b52a-4f74-a018-b004c87cfbd0
A  ,198,APS,2024-01-09,2024-01-09,A198,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Expands crime of human trafficking to include individuals who benefit financially.,,S1989  ,A2635 S1142,S4172,2024-01-05,Human trafficking-expands crime to include individuals who benefit financially,2024-09-19,Y,00a96933-5b6e-4651-a184-568f697b30f7
A  ,199,ASL,2024-01-09,2024-01-09,A199,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Expands scope of review of Pension and Health Benefits Review Commission.,,S1835,A105,A125,2023-11-20,Pension and Health Benefits Review Commission-expands scope of review,2024-01-18,N,85afb582-02aa-4b93-aa6e-9e95167f0df4
A  ,200,ACW,2024-01-09,2024-01-09,A200,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Eliminates supplemental realty transfer fee and one percent fee on transfers of certain commercial real estate and tax on sale of controlling interests in certain commercial real property.,,,A106,A127,2024-01-05,"Realty transfer fee, supplemental-eliminates transfers on commercial real estate",2024-01-30,Y,777b6a2f-847c-48e0-81f3-e6d96e6b53dd
A  ,201,AEN,2024-01-09,2024-01-09,A201,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Provides for no net loss of DEP lands for fishing, hunting, and trapping purposes.",,S1838,A110 S1686,A131 S1417,2024-01-05,"DEP lands for fishing, hunting and trapping purposes-provide for no net loss",2024-01-18,N,32d99fa3-1569-404d-95d5-4f29273f1a1d
A  ,202,AJU,2024-01-09,2024-01-09,A202,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Provides for appointment of certain municipal court judges at the local or county level.,,,A122,A144,2023-11-20,"Judge, municipal court-provides appointment at local or county level",2024-09-12,N,5c9bce5d-2bb3-4ac2-a9a7-36326eee240e
A  ,203,AJU,2024-01-09,2024-01-09,A203,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Clarifies definition of reasonably necessary deviation when legally transporting firearm or weapon in motor vehicle.,,,A123,A145,2023-11-20,"Firearm or weapon, legally transported-clarify definition, necessary deviation",2023-11-20,N,0f0f0622-18bd-409b-8504-baf1228c9a5e
A  ,206,ACE,2024-01-09,2024-01-09,A206,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Prohibits harassment of farmers engaged in farming operations.,,,A145,A170,2024-01-05,Farming operations-prohibits harassment of farmers engaged,2024-01-05,N,235b6dde-698c-4edf-980f-c06fcb8ec379
A  ,207,ATR,2024-01-09,2024-01-09,A207,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Requires Chief Administrator of MVC to conduct wanted person check of all applicants for licenses, permits, and identification cards.",,,A146,A171 S2077,2023-11-20,Driver's licenses and non-driver ID card applicants-conduct wanted person check,2024-01-31,Y,c4b51f38-fab7-438d-af34-ff7e9a03e52e
A  ,208,AFI,2024-01-09,2024-01-09,A208,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Requires Mandated Health Benefits Advisory Commission to study financial impact of all enacted mandated health benefits.,,S1675,A152 S1763,A179 S1459,2023-11-20,Mandated Health Benefits Advisory Commission-study finan impact of mandated benf,2024-01-18,N,76a9c984-22cf-41a1-a469-359ace85e829
A  ,209,ATU,2024-01-09,2024-01-09,A209,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Requires public utilities and cable television companies to accommodate and relocate facilities when necessary for transportation infrastructure projects at direction of DOT.,,,A155,A182,2023-11-20,Pub. util. & cable television companies-relocate facilities for trans infra proj,2024-01-30,Y,d4b85358-1f86-4b9e-910c-88a23600bca1
A  ,210,APS,2024-01-09,2024-01-09,A210,R,R,R,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ","Guardian, Donald A.",Provides that person who impersonates law enforcement officer and commits crime is guilty of third degree crime.,,,A424,A381,2023-11-20,Law enforcement officer impersonation-crime and guilty of third degree crime,2024-02-22,Y,d68c09dd-0fe3-4b70-a1ee-80de6f7a9296
A  ,211,ASL,2024-01-09,2024-01-09,A211,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Limits long term tax exemptions in municipalities with school districts receiving certain State school aid.,,,A436,A397,2023-11-20,Municipal long term tax exemption-limits w/school districts receiving St sch aid,2024-01-29,Y,6d446fd5-c461-4f32-ab07-d2d2a1ac0645
A  ,212,AMV,2024-01-09,2024-01-09,A212,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Makes General Fund supplemental appropriation of $350,000 to DMVA for Council on Armed Forces and Veterans' Affairs for preservation of military installations in case of base realignment and closure.",,,A1644,A462,2023-11-20,Military installations preservation-in case of closure;$350K,2023-11-20,N,92867d6b-3716-4b0c-be12-c737d3cfa91f
A  ,213,AHO,2024-01-09,2024-01-09,A213,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Exempts contaminated and industrially-zoned sites from affordable housing rules.,,S1844,A2156,A2953,2023-11-20,Affordable housing rules-exempts contaminated and industrially-zoned sites,2024-02-08,Y,598ddf45-308c-48b6-855b-0496ab44a6ef
A  ,214,ASL,2024-01-09,2024-01-09,A214,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Expands range of local units eligible to join an insurance fund established by a municipality or county under certain circumstances.,,,A2157,A2949,2023-11-20,Local unit insurance funds-expands eligibility to join,2023-11-20,N,99d61279-7849-4641-8d84-a387e3154e4a
A  ,215,AHO,2024-01-09,2024-01-09,A215,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Authorizes municipalities that petition for or receive substantive certification pursuant to the ""Fair Housing Act"" to make certain affordable housing units available on a preferential basis to certain eligible persons.",,,A2162,A2950,2023-11-20,"Affordable housing units-make available, preferential basis to cert elig persons",2023-11-20,N,6c9cc760-b73c-4902-aab5-95a4ea0e7de3
A  ,216,AHO,2024-01-09,2024-01-09,A216,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Provides municipality with affordable housing credit toward its municipal fair share housing obligation for funds transferred to the New Jersey Affordable Housing Trust Fund pursuant to P.L.2008, c.46.",,,A2165,A4982,2023-11-20,Share housing obligation w/affordable housing credit-transfer fund to Trust Fund,2024-01-29,Y,47918168-965d-406d-ac11-e4a3ccbd3117
A  ,217,ASL,2024-01-09,2024-01-09,A217,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"""Property Assessment Appeal Transparency Act""; revises content of required annual notification of real property assessment.",,,A2167,A162,2023-11-20,Property Assessment Appeal Transparency Act-revises content,2023-11-20,N,a11671f5-24e8-4bc3-ace5-040af39d7c1d
A  ,218,ASL,2024-01-09,2024-01-09,A218,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Replaces references to Civil Service Commission with chairperson of commission to clarify duties and responsibilities of chairperson.,,,A2434,A4052,2023-11-20,Civil Service Commission Chair-clarify duties & responsibilities of chairperson,2023-11-20,N,b641ab97-fc7a-4c17-a964-db3356ad931f
A  ,220,ATR,2024-01-09,2024-01-09,A220,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Prohibits DOT from taking certain action on certain rock fall mitigation projects and requires DOT to conduct analysis on project alternatives.,,,A2439 S657,A4601 S2863,2023-11-20,Rock fall mitigation projects-prohibit DOT from taking certain action,2023-11-20,N,c116c229-689d-4486-a6f9-e57b88ccf2f3
A  ,221,ASL,2024-01-09,2024-01-09,A221,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Requires State personal income tax materials to include notice of certain property tax relief programs.,,,A2999,A4091,2023-11-20,Property tax relief programs-include notice in St. personal income tax materials,2024-01-30,Y,bcfc1027-bbcc-4342-8b1c-fcd130911e72
A  ,222,AJU,2024-01-09,2024-01-09,A222,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Eliminates age restriction for issuing special permits to carry handgun to retired law enforcement officers.,,S405,A3354 S1362,S288,2023-11-20,"Law enforcement officer, retired-eliminates age restriction to carry handguns",2024-01-18,N,f4adb820-faeb-4ea9-bbe1-3a55a07bdbd1
A  ,223,ASL,2024-01-09,2024-01-09,A223,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Transfers Division of Elections from Department of State to Department of Law and Public Safety; designates Attorney General as chief election official and requires two bipartisan co-directors.,,S1878,A3388 S2274,A5259 S3353,2023-11-20,Division of Elections-transfer to Department of Law & Public Safety,2024-01-29,Y,b45e81a0-46c3-4b7e-ab52-c76cab10902c
A  ,224,APS,2024-01-09,2024-01-09,A224,R,,,,,,,,,,"Fantasia, Dawn ",,,Prohibits State funding to assist immigrants facing detention or deportation.,,S2965,A3390,A3991,2024-01-05,"Immigrants, detention or deportation-prohibits State funding to assist",2024-12-09,Y,bae836ba-c2b2-4860-861e-579599336640
A  ,225,AEN,2024-01-09,2024-01-09,A225,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Reduces residency requirement for resident hunting licenses from six months to 60 days.,,,A3605,A2895,2024-01-05,Hunting licenses-reduces residency requirement from 6 months to 60 days,2024-01-05,N,dbda484c-865a-4682-9ec6-2a4ddad9355a
A  ,226,AED,2024-01-09,2024-01-09,A226,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Requires Type II school district without board of school estimate holding its school election in November to receive voter approval of base budget.,,S1845,A3607 S1673,A4660 S2939,2023-11-20,"Sch dist, Type II-hold Nov sch election to receive voter approval of base budget",2024-01-18,N,b1f91aae-d1c4-48d2-be91-f48bb11fe88a
A  ,228,AEN,2024-01-09,2024-01-09,A228,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Permits idling of motor vehicles on residential property.,,,A3613,A2944,2023-11-20,Idling motor vehicles-permitted on residential property,2023-11-20,N,9e3c568f-f1d3-4526-b646-a2c0d8f11a1a
A  ,229,ACE,2024-01-09,2024-01-09,A229,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Authorizes farmland assessment for forested lands and woodlands devoted to the production of USDA designated specialty crops; exempts such lands from woodland management plan requirement.,,,A3615,A5794 S3839,2024-01-05,"Farmland assess, forested lands/woodlands-production USDA desig specialty crops",2024-01-05,N,58da923d-47e8-4cf5-b8e7-90efe00afcb9
A  ,231,AMV,2024-01-09,2024-01-09,A231,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Authorizes creation of Marine Corps Scholarship Foundation license plates.,,,A3624,A2966,2023-11-20,Marine Corps Scholarship Foundation-authorizes creation of license plates,2024-01-31,Y,e7acf9d1-277d-43b6-911d-04fb4e933cd6
A  ,232,AOF,2024-01-09,2024-01-09,A232,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Revises ""Administrative Procedure Act"" concerning socio-economic impact statements for proposed rule-making.",,S1850,A3625,A4049,2023-11-20,Admin. Procedure Act-concerns socio-economic impact statements for rule-making,2024-01-18,N,a9a72ab1-d0e8-49af-bad7-88b918f28626
A  ,234,AHE,2024-01-09,2024-01-09,A234,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Permits corrections officers, firefighters, and police officers to administer epinephrine auto-injector device.",,S1854,A3632,A4605,2023-11-20,Epinephrine auto-injector device-permit correction/firefighter/police administer,2024-11-14,N,4a4aa8dc-db9c-4615-b4a6-44e5c46097f1
A  ,235,ATU,2024-01-09,2024-01-09,A235,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Requires electric public utilities to establish toll-free telephone number to be used by public for reporting damaged equipment and dangerous vegetation.,,S1855,A3633,A2945,2023-11-20,"Electric public utilities-establish toll-free number, report damaged equipment",2024-01-18,N,5f134304-a680-4c78-ae89-ff995f07d54b
A  ,236,AED,2024-01-09,2024-01-09,A236,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,"Extends limit for nonpublic school busing to 30 miles in Atlantic, Burlington, Cape May, Cumberland, Gloucester, Hunterdon, Ocean, Salem, Sussex, and Warren Counties, and requires existing bus stops to be used.",,,A3635,A2901,2023-11-20,School busing-extends limit for nonpublic school to 30 miles,2024-01-29,Y,342c7739-2982-4a27-8a26-8ea0a2fcd1e6
A  ,237,AHE,2024-01-09,2024-01-09,A237,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Restricts use of electronic benefit cards by cash assistance recipients.,,,A3637,A2909,2023-11-20,Electronic benefit cards-restrict use by cash assistance recipients,2023-11-20,N,2eabafb5-dca3-4e0f-8b4a-35d33a901f01
